review,ID,리뷰수(유저),평균별점,별점(유저),별점,리뷰수,상호명,주소,감성점수
매우 괜찮다 카페 음료 디저트 맛있다 거리 많다 분위기 좋다,깨깨깨깨깨버리고싶어,326,3.9,5,4.7,17,시도플레이스,"서울 서대문구 연희맛로 7-7 1,2층 (지번) 연희동 192-9",1.75
공간 친절 삼박자 모두 최고 이다,냠냠쩝쩝박사,9,4.6,5,4.7,17,시도플레이스,"서울 서대문구 연희맛로 7-7 1,2층 (지번) 연희동 192-9",2.0
직원 친절하다 음료 맛있다,지희,239,2.6,5,4.7,17,시도플레이스,"서울 서대문구 연희맛로 7-7 1,2층 (지번) 연희동 192-9",2.0
가격 조금 쎄다 음료 맛있다,거미,64,4.2,5,4.7,17,시도플레이스,"서울 서대문구 연희맛로 7-7 1,2층 (지번) 연희동 192-9",2.0
편집 처럼 세련되다 느낌 인데 직원 친절하다 음료 맛있다,배고파덕,526,3.8,5,4.7,17,시도플레이스,"서울 서대문구 연희맛로 7-7 1,2층 (지번) 연희동 192-9",2.0
커피 좋다,ㅇㅇ,26,3.7,5,4.7,17,시도플레이스,"서울 서대문구 연희맛로 7-7 1,2층 (지번) 연희동 192-9",2.0
넘다 친절하다 아메리카노 꼬숩 존맛 새해 많이 받다 번창 하다,단아,6,3.2,5,4.7,17,시도플레이스,"서울 서대문구 연희맛로 7-7 1,2층 (지번) 연희동 192-9",1.5
모르다 들어가다 시도 까지는 아니다 시도 바지 갖다 괜시리 반갑다 에서 팔고 어우 근데 찌다 패피 분들 주로 오다 같다 부담스럽다 기도 ㅋㅋ 커피 비싸다,긴축,354,4.4,4,4.7,17,시도플레이스,"서울 서대문구 연희맛로 7-7 1,2층 (지번) 연희동 192-9",-1.0
일단 조명도 예쁘다 사진 차다 잘나오다 직원 분들 모두 친절하다 좋다 근데 음악 소리 무크 인테리어 때문 인지 소리 울리다 사람 테이블 차도 넘다 정신 없다 방문 하다 완전 오전 시간 추천 커피 아아 메다 괜찮다 라떼 진짜 물맛 나다 디저트 호떡 크다 먹다 평범 커피 기대하다 사진 찍다 가다 커피 기대다 하다,Grown-ish,248,3.0,3,4.7,17,시도플레이스,"서울 서대문구 연희맛로 7-7 1,2층 (지번) 연희동 192-9",1.14
카페 커피 맛있다 디저트 맛있다 사장 잘생기다,유니우니,11,3.1,5,4.7,17,시도플레이스,"서울 서대문구 연희맛로 7-7 1,2층 (지번) 연희동 192-9",2.0
공간 하고 좌석 편하다 예쁘다 직원 분들 넘다 친절하다,mmm,150,4.4,5,4.7,17,시도플레이스,"서울 서대문구 연희맛로 7-7 1,2층 (지번) 연희동 192-9",2.0
차다 불편하다 많다 카페 입구 자다 찾다 메뉴 보기 불편하다 화장실 찾기 어렵다 와이파이 비번 물어보다 불편하다 분위기 전형 인스타 카페 가보다 으로 만족하다 엔트러 사이트 쓰리다 클락 갈래,마포구 쩝쩝박사,80,3.4,2,3.6,26,데스툴,서울 서대문구 연희로25길 98 2층 (지번) 연희동 90-16,-0.86
공간 하다 간판 없다 찾기 어렵다 파란색 열다 계단 올라가다 위치,Angeleno✅,268,3.4,3,3.6,26,데스툴,서울 서대문구 연희로25길 98 2층 (지번) 연희동 90-16,-1.5
전형 인스타 감성 카페 간판 없다 입구 찾기 어렵다 책상 찻잔 겨우 올리다,김소연,1,2.0,2,3.6,26,데스툴,서울 서대문구 연희로25길 98 2층 (지번) 연희동 90-16,-1.5
음악 공간 주다 분위기 정말 좋다 음료 디저트 뛰어나다 맛있다 아니다,sul,16,3.7,4,3.6,26,데스툴,서울 서대문구 연희로25길 98 2층 (지번) 연희동 90-16,1.0
커피 들쭉날쭉 한데 기본 으로 부정 항상 편이 불친절하다 아니다 접객 이나 운영 하다 느낌 신기하다 같다,j,19,2.7,2,3.6,26,데스툴,서울 서대문구 연희로25길 98 2층 (지번) 연희동 90-16,-0.67
음료 디저트 맛있다 공간 멋있다 자주 가다 싶다 카페,서대문구대표돼지,817,3.3,4,3.6,26,데스툴,서울 서대문구 연희로25길 98 2층 (지번) 연희동 90-16,2.0
직원 분들 모두 친절하다 분위기 너무 좋다,캬..,6,4.3,5,3.6,26,데스툴,서울 서대문구 연희로25길 98 2층 (지번) 연희동 90-16,2.0
초코 케이크 커피 맛있다 인테리어 감각 이고 노래 덕분 인지 일렉트로닉 분위기 예요,bean,290,4.6,4,3.6,26,데스툴,서울 서대문구 연희로25길 98 2층 (지번) 연희동 90-16,2.0
직원 분들 정말 친절하다 카페 분위기 좋다,시오,7,5.0,5,3.6,26,데스툴,서울 서대문구 연희로25길 98 2층 (지번) 연희동 90-16,2.0
커피 맛있다 분위기 씬나다 힙플 이에요,조 수영,3,5.0,5,3.6,26,데스툴,서울 서대문구 연희로25길 98 2층 (지번) 연희동 90-16,2.0
매장 웨이팅 없다 좌석 있다 가도 인석 착석 불가 테이블 좁다 간격 에도 불구 하고 좌석 보조 의자 착석 가능 테이블 간격 넓다 보조 좌석 앉다 사람 움직이다 정도 간격 보조 좌석 가능하다 안내 납득 하다 어렵다 요즘 하고 찾다 사람 많다 매장 운영 방식 대해 다시 고민 해보다 필요 있다 않다 싶다,hello_indie,59,3.1,1,3.6,26,데스툴,서울 서대문구 연희로25길 98 2층 (지번) 연희동 90-16,0.25
커피 괜찮다 분위기 좋다 가끔 노래 너무 시끄럽다 겨울 이라 그렇다 실내 인데 너무 춥다,깨비짱,535,4.4,4,3.6,26,데스툴,서울 서대문구 연희로25길 98 2층 (지번) 연희동 90-16,0.33
테이블 명도 앉다 하다 ㅎㅎ,두들리,15,2.4,1,3.6,26,데스툴,서울 서대문구 연희로25길 98 2층 (지번) 연희동 90-16,1.0
직원 분들 친절하다 분위기 좋다 멋지다 카페,달팽이,4,3.3,5,3.6,26,데스툴,서울 서대문구 연희로25길 98 2층 (지번) 연희동 90-16,2.0
연희동 최고 카페,Ddub,1,5.0,5,3.6,26,데스툴,서울 서대문구 연희로25길 98 2층 (지번) 연희동 90-16,2.0
아크 릭스 비니 쓸다 남자 하다 자신 에게 하다 설명 하다 귀찮다 계시 되게 대응 하다 싫다 응대 하다 여성 알바 친절하다 음료 가다 주다 분도 여성 이시고 근데 음료 갖다 고의 기준 뭔가,뉴뉴,27,2.7,1,3.6,26,데스툴,서울 서대문구 연희로25길 98 2층 (지번) 연희동 90-16,-0.33
분위기 좋다 심심하다 여기 분동 모기 마리 잡다 오락실 가다 되다 일단 나머지 잡다 보다,teje,23,4.5,3,3.6,26,데스툴,서울 서대문구 연희로25길 98 2층 (지번) 연희동 90-16,2.0
힙힙힙 하고 하다 좋다,맛있으면 깡총,10,4.0,3,3.6,26,데스툴,서울 서대문구 연희로25길 98 2층 (지번) 연희동 90-16,2.0
분위기 하고 좋다 직원 친절 그리고 커피 맛남,정예린,376,4.3,5,3.6,26,데스툴,서울 서대문구 연희로25길 98 2층 (지번) 연희동 90-16,2.0
테크노 나오다 커피 맛있다 직원 분들 모두 친절하다 특히 무테 안경 끼다 직원 카페 분위기 어울리다 간지나다,v,2,5.0,5,3.6,26,데스툴,서울 서대문구 연희로25길 98 2층 (지번) 연희동 90-16,2.0
직원 분들 친절하다 커피 좋다 공간 너무 좋다 가구 보다 재미 있다,.,157,4.1,5,3.6,26,데스툴,서울 서대문구 연희로25길 98 2층 (지번) 연희동 90-16,2.0
지인 추천 으로 방문 하다 단골 돼다 ㅎㅎ 커피 음료 맛있다 힘드다 진짜 맛있다 디카 페인 커피 있다 디저트 넘다 맛있다 강아지 같이 가다 푸다 시키다 정말 대접 가득 나오다 그리고 빨대 고정 하다 귀엽다 고영희 갈다 마다 바뀌다 버리다 않다 가져오다 책갈피 쓰다 사진 꾸미다 쓰다 있다,...,3,5.0,5,5.0,10,공드린,서울 서대문구 연희로 38-14 (지번) 연희동 353-74,1.14
맛있다 너무 행복하다 시간 이다 근데 가게 습하다 들어가다 놀라다,깅맘,78,4.7,5,5.0,10,공드린,서울 서대문구 연희로 38-14 (지번) 연희동 353-74,2.0
딸기 애프터눈티 가성 좋다 스콘 팬케이크 젤리 전반 으로 맛있다 다만 음료 밀크 아메리카노 두다 별로 이다 판나코타 시럽 너무 달다 아쉽다 아쉽다 정도 고려 하다 전체 으로 만족하다,봄날,77,3.8,5,5.0,10,공드린,서울 서대문구 연희로 38-14 (지번) 연희동 353-74,0.8
애프터눈티 가성 무척 좋다 이에요,.,3,3.0,5,5.0,10,공드린,서울 서대문구 연희로 38-14 (지번) 연희동 353-74,2.0
스콘 포장 해오다 아침 냠냠 매장 에서 매일 직접 굽다 하다 맛남 스콘 맛집 발견,yk,3,5.0,5,5.0,10,공드린,서울 서대문구 연희로 38-14 (지번) 연희동 353-74,2.0
진짜 과장 없이 ㅋㅋ 최악 이다 리뷰 난생처음 써다 보다 굳이 굳이 찾아오다 남기다 일단 사람 들어오다 쳐다보다 인사 한마디 하다 심지어 들어오다 사람 밖에 없다 싶다 우선 자리 앉다 주문 음료 거의 식탁 던지다 듯이 두다 음료 넘치다 약간 쏟다 한마디 없이 가버리다 진짜 너무 너무 최악 서비스 경험 하고 같이 일행 한테 미안하다 정도 민망하다 다시다 방문 하다 없다 내다 이렇게 불쾌하다 경험 난생 이르다 없다,제제,1,1.0,1,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,-1.43
사진 으로가 늘다 방문 하다 필요없다 가격 대비 맛없다 먹다 보다 오다 싶다 음료 그렇다 음식 먹다 안되다 장사 취미 하다 번가 무슨 인지 분위기 맘에들면 가도 되다 근데 왠지 호구 되다 느낌 차다,부브,6,2.8,1,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,-1.0
가지 말다 진심,뜸,13,2.8,1,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,0.0
태태 하이브 대표 오다,Ben,371,3.9,4,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,0.0
알바 진짜 매우 불친절 그렇다 내다 먹기 아깝다 진짜 내다 ㅋㅋ 기분 나쁘다 절대 다시다 간다,GE,1,2.0,2,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,-1.5
인테리어 귀엽다 다만 열다 들어오다 보다 인사 대화 하다 바쁘다,.,19,3.5,3,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,2.0
즐겁다 가볍다 마음 으로 방문 하다 즐겁다 후회 하다 않다,msmin,20,5.0,5,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,0.67
공간 귀엽다 그거 말고 장점 모르다,맛없으면화나,217,4.0,3,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,2.0
카페 선곡 이랑 분위기 좋다 커피 쏘다 쏘다,콩콩,71,4.8,5,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,2.0
알다 한상철 국힙 과거 이자 미래,김효건,20,4.0,5,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,0.0
드립커피 맛있다 무엇 보다 분위기 차다 좋다,ㅈㅇ,5,5.0,5,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,2.0
감성 까페 디자인 매력 적임,이수광,1,5.0,5,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,0.0
수돗물 타다 밍밍 하이 보다는 그냥 예쁘다 가다,음,66,4.1,1,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,2.0
장난감 같다 위치 좋다 차다 아쉽다,병아리,12,4.4,2,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,0.5
분위기 너무 좋다 창문 보다 때리다 기도 좋다 테이블 높다 음료 디저트 먹다 친구 이야기 하다 편하다,judd,18,4.7,5,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,1.6
가게 인테리어 옛스럽다 예쁘다 커피 무난 하다 늦다 오후 가다 하다 되다 조명 바뀌다 저녁 가다 분위기 좋다 같다,killbill,30,3.9,4,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,1.0
하다 번은 가보다 하다,hh,27,4.4,5,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,0.0
우연히 들르다 커피 맛있다 특이하다 인테리어 감성 반했어 하루 종일 앉다 싶다 저만 싶다 생각 하다 오다 칵테일 한잔 하다 싶다,zzazngnand,12,2.4,5,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,1.5
음료 없다 그냥 공간 좋다 갈다 같다,여름독서사냥꾼,282,3.6,3,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,0.5
정말 좋다 분위기 따라잡다 하다 퀄리티 메뉴,짱구는목말라,179,4.1,4,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,2.0
블랙 커피 우유 마시다 모르다 우유 넣다 라떼 시키다 먹다 화이트 아메리카노 알아보다 커피 너무 맛없다,스스,11,2.5,1,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,-1.0
뻔하다 않다,감자물개,204,3.3,3,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,0.0
솔직하다 손님 받다 건지다 받다 건지다 모르다 너무 불친절하다 카페오레 그냥 물맛,웬만해선 5점주는 人,5,4.2,1,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,1.33
인스타 개다 음질 좋다 소리 너무 크다 가격 너무 비싸다 시리얼 실화,사장,151,3.6,2,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,0.33
에는 좋다 에는 별로 에는 나쁘다 인테리어 만은 티어,취두부,202,4.2,3,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,0.0
플라스틱 빨대 사용 하다 않다 너무 좋다,Kim,4,3.8,5,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,2.0
굳이 갈다 필요 없다,리뷰왕이될거야,402,4.3,2,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,-1.0
분위기 노래 너무 좋다,.,19,2.9,5,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,2.0
공간 좋다 음료 시판 토마토 주스 민트 올리다 오천원 이라니 그리고 커피 볶다 환기 해주다 ㅠㅠ 연기 자욱하다 깜짝 놀라다,바다코끼리,35,3.7,2,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,2.0
다른 처럼 불친절하다 전혀 모르다 다만 카페라떼 핸드 드립 이라 많이 연한 편입 나쁘다 않다 저녁 이라 그렇다 분위기 엄청 차분하다 독특하다 밝다 한번 오다 싶다,ssss_real,91,3.7,4,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,0.33
인테리어 정말 예쁘다 특색 없다,;;,28,4.6,4,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,0.5
분위기 좋다 직원 분들 너무 불친절하다 좋다 느낌 반감 되다 느낌 이다 손님 소중하다 알다,ㅋ,1,1.0,1,3.2,45,미도파 커피하우스,서울 서대문구 성산로 317 2층 (지번) 연희동 420-1,2.0
맛있다 포장 빠르다,쭈꾸쭈무,17,3.6,4,4.7,6,투썸플레이스 서대문연희점,"서울 서대문구 연희로 105 1,2층 (지번) 연희동 137-3",1.5
넓다 쾌적하다 작업 하다 좋다,☆,54,4.2,5,4.7,6,투썸플레이스 서대문연희점,"서울 서대문구 연희로 105 1,2층 (지번) 연희동 137-3",2.0
화장실 깨끗하다 전반 으로 깔끔하다,ㅇ,16,3.8,5,4.7,6,투썸플레이스 서대문연희점,"서울 서대문구 연희로 105 1,2층 (지번) 연희동 137-3",2.0
인테리어 쌩쌩 대학생 많다 주차 널널 ㅎㅎ,EJ,199,3.2,4,4.7,6,투썸플레이스 서대문연희점,"서울 서대문구 연희로 105 1,2층 (지번) 연희동 137-3",1.5
새롭다 생기다 너무 깔끔하다 테이블 넓다 혼자 노트북 거나 공부 하다 많다 최고 예요 우리 집앞 에도 생기다 좋다 ㅠㅜ,r,64,4.2,5,4.7,6,투썸플레이스 서대문연희점,"서울 서대문구 연희로 105 1,2층 (지번) 연희동 137-3",2.0
아이스 바닐라 라떼,효과효과,10,3.9,5,4.7,6,투썸플레이스 서대문연희점,"서울 서대문구 연희로 105 1,2층 (지번) 연희동 137-3",0.0
초코 초코 먹다,내가진짜쩝쩝박산데다따라하네,"1,711",3.8,4,4.5,14,초콜릿책방,서울 서대문구 연희로5길 46-11 초콜릿책방 (지번) 연희동 737,0.0
